flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,departure_date,arrival_date,departure_hour,arrival_hour,is_overnight
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,01:15:00,75.0,MAA → BLR,2026-04-19,2026-04-19,21,22,False
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,04:26:00,266.0,BOM → CCU,2026-04-19,2026-04-20,21,1,True
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,HYD → DEL,2026-04-19,2026-04-19,21,23,False
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,HYD → DEL,2026-04-19,2026-04-19,21,23,False
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,00:33:00,33.0,BOM → MAA,2026-04-19,2026-04-19,20,21,False
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,02:47:00,167.0,CCU → BLR,2026-04-19,2026-04-19,20,23,False
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,03:36:00,216.0,MAA → DEL,2026-04-19,2026-04-20,20,0,True
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,04:38:00,278.0,DEL → CCU,2026-04-19,2026-04-20,20,1,True
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,02:58:00,178.0,BLR → BOM,2026-04-19,2026-04-19,20,23,False
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,03:30:00,210.0,DEL → HYD,2026-04-19,2026-04-19,20,23,False
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,03:00:00,180.0,CCU → DEL,2026-04-19,2026-04-19,20,23,False
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,02:07:00,127.0,CCU → BOM,2026-04-19,2026-04-19,20,22,False
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,03:30:00,210.0,HYD → BLR,2026-04-19,2026-04-19,20,23,False
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,04:13:00,253.0,DEL → CCU,2026-04-19,2026-04-20,20,0,True
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,01:47:00,107.0,CCU → DEL,2026-04-19,2026-04-19,20,22,False
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,02:07:00,127.0,HYD → BLR,2026-04-19,2026-04-19,20,22,False
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,02:19:00,139.0,DEL → HYD,2026-04-19,2026-04-19,20,22,False
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,HYD → BOM,2026-04-19,2026-04-19,20,23,False
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,HYD → BOM,2026-04-19,2026-04-19,20,23,False
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,03:15:00,195.0,BOM → CCU,2026-04-19,2026-04-19,19,23,False
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,04:17:00,257.0,BOM → CCU,2026-04-19,2026-04-20,19,0,True
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,03:03:00,183.0,BOM → MAA,2026-04-19,2026-04-19,19,22,False
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,01:09:00,69.0,CCU → HYD,2026-04-19,2026-04-19,19,21,False
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,03:33:00,213.0,DEL → MAA,2026-04-19,2026-04-19,19,23,False
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,02:43:00,163.0,MAA → BLR,2026-04-19,2026-04-19,19,22,False
6F271,UNKNOWN,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,03:19:00,199.0,HYD → MAA,2026-04-19,2026-04-19,19,22,False
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,01:53:00,113.0,MAA → CCU,2026-04-19,2026-04-19,18,20,False
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,00:59:00,59.0,HYD → MAA,2026-04-19,2026-04-19,18,19,False
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,02:14:00,134.0,DEL → HYD,2026-04-19,2026-04-19,18,21,False
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,1899-12-29 05:00:00,300.0,HYD → BOM,2026-04-19,2026-04-19,18,23,False
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,04:52:00,292.0,HYD → MAA,2026-04-19,2026-04-19,18,23,False
6F256,UNKNOWN,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,00:33:00,33.0,BOM → CCU,2026-04-19,2026-04-19,18,19,False
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,04:05:00,245.0,BLR → HYD,2026-04-19,2026-04-19,18,22,False
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,01:07:00,67.0,MAA → BOM,2026-04-19,2026-04-19,18,19,False
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,04:24:00,264.0,CCU → DEL,2026-04-19,2026-04-19,18,22,False
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,04:36:00,276.0,DEL → HYD,2026-04-19,2026-04-19,18,23,False
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,01:01:00,61.0,DEL → HYD,2026-04-19,2026-04-19,18,19,False
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,04:46:00,286.0,MAA → HYD,2026-04-19,2026-04-19,18,23,False
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,00:59:00,59.0,HYD → MAA,2026-04-19,2026-04-19,18,19,False
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,04:01:00,241.0,HYD → BOM,2026-04-19,2026-04-19,18,22,False
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,04:11:00,251.0,BOM → CCU,2026-04-19,2026-04-19,18,22,False
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,01:01:00,61.0,HYD → MAA,2026-04-19,2026-04-19,18,19,False
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,04:46:00,286.0,MAA → DEL,2026-04-19,2026-04-19,18,23,False
AI149,Air India,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,03:17:00,197.0,BOM → HYD,2026-04-19,2026-04-19,18,21,False
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,04:46:00,286.0,BLR → DEL,2026-04-19,2026-04-19,18,23,False
AI053,Air India,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,04:15:00,255.0,CCU → DEL,2026-04-19,2026-04-19,18,22,False
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,01:50:00,110.0,BLR → BOM,2026-04-19,2026-04-19,17,19,False
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,03:09:00,189.0,MAA → DEL,2026-04-19,2026-04-19,17,21,False
AI173,Air India,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,04:51:00,291.0,HYD → DEL,2026-04-19,2026-04-19,17,22,False
6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,02:00:00.298000,120.0,HYD → MAA,2026-04-19,2026-04-19,17,19,False
AI252,UNKNOWN,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,04:24:00,264.0,HYD → DEL,2026-04-19,2026-04-19,17,21,False
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,03:04:00,184.0,BOM → DEL,2026-04-19,2026-04-19,17,20,False
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,02:54:00,174.0,BOM → DEL,2026-04-19,2026-04-19,17,20,False
6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,04:04:00,244.0,BOM → CCU,2026-04-19,2026-04-19,17,21,False
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,01:23:00,83.0,BLR → CCU,2026-04-19,2026-04-19,17,18,False
AI110,Air India,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,04:53:00,293.0,BOM → CCU,2026-04-19,2026-04-19,17,22,False
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,01:07:00,67.0,CCU → HYD,2026-04-19,2026-04-19,17,18,False
6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,01:07:00,67.0,HYD → DEL,2026-04-19,2026-04-19,16,18,False
6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,01:59:00,119.0,DEL → MAA,2026-04-19,2026-04-19,16,18,False
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,04:00:00,240.0,BOM → DEL,2026-04-19,2026-04-19,16,20,False
AI224,Air India,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,04:45:00,285.0,DEL → HYD,2026-04-19,2026-04-19,16,21,False
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,00:48:00,48.0,CCU → BOM,2026-04-19,2026-04-19,16,17,False
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,04:24:00,264.0,BOM → HYD,2026-04-19,2026-04-19,16,21,False
AI161,Air India,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,03:00:00,180.0,CCU → BOM,2026-04-19,2026-04-19,16,19,False
6F206,IndiGo,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,04:20:00,260.0,DEL → BOM,2026-04-19,2026-04-19,16,20,False
SJ204,SpiceJet,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,01:41:00,101.0,CCU → DEL,2026-04-19,2026-04-19,16,18,False
AI206,Air India,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,03:31:00,211.0,CCU → MAA,2026-04-19,2026-04-19,16,20,False
6F140,IndiGo,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,01:51:00,111.0,CCU → HYD,2026-04-19,2026-04-19,16,18,False
6F253,UNKNOWN,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,01:58:00,118.0,MAA → BLR,2026-04-19,2026-04-19,16,18,False
SJ203,UNKNOWN,DEL,HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,02:05:00,125.0,DEL → HYD,2026-04-19,2026-04-19,16,18,False
SJ161,SpiceJet,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,00:42:00,42.0,MAA → BLR,2026-04-19,2026-04-19,16,17,False
AI098,Air India,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,02:10:00,130.0,HYD → MAA,2026-04-19,2026-04-19,16,18,False
AI168,UNKNOWN,DEL,CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,04:30:00,270.0,DEL → CCU,2026-04-19,2026-04-19,15,20,False
UK190,Vistara,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,03:04:00,184.0,DEL → BLR,2026-04-19,2026-04-19,15,18,False
AI085,Air India,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,04:48:00,288.0,DEL → HYD,2026-04-19,2026-04-19,15,20,False
AI076,Air India,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,00:35:00,35.0,BLR → BOM,2026-04-19,2026-04-19,15,16,False
UK130,Vistara,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,04:07:00,247.0,MAA → BLR,2026-04-19,2026-04-19,15,19,False
6F038,IndiGo,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,03:57:00,237.0,HYD → MAA,2026-04-19,2026-04-19,15,19,False
UK110,Vistara,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,04:47:00,287.0,HYD → DEL,2026-04-19,2026-04-19,15,20,False
SJ013,SpiceJet,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,04:29:00,269.0,DEL → MAA,2026-04-19,2026-04-19,15,19,False
AI039,Air India,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,03:32:00,212.0,MAA → BLR,2026-04-19,2026-04-19,15,18,False
AI248,Air India,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,01:18:00,78.0,CCU → DEL,2026-04-19,2026-04-19,15,16,False
6F199,IndiGo,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,02:17:00,137.0,DEL → MAA,2026-04-19,2026-04-19,15,17,False
AI225,Air India,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,00:56:00,56.0,BOM → BLR,2026-04-19,2026-04-19,15,16,False
SJ028,SpiceJet,CCU,BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,04:28:00,268.0,CCU → BOM,2026-04-19,2026-04-19,15,19,False
SJ012,SpiceJet,HYD,BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,01:11:00,71.0,HYD → BLR,2026-04-19,2026-04-19,15,16,False
SJ131,SpiceJet,MAA,HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,01:07:00,67.0,MAA → HYD,2026-04-19,2026-04-19,15,16,False
AI010,Air India,BOM,HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,04:48:00,288.0,BOM → HYD,2026-04-19,2026-04-19,15,19,False
6F020,IndiGo,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,01:45:00,105.0,BOM → HYD,2026-04-19,2026-04-19,14,16,False
SJ038,SpiceJet,BLR,DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,02:49:00,169.0,BLR → DEL,2026-04-19,2026-04-19,14,17,False
UK204,Vistara,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,01:38:00,98.0,BLR → DEL,2026-04-19,2026-04-19,14,16,False
AI036,Air India,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,01:31:00,91.0,BOM → CCU,2026-04-19,2026-04-19,14,16,False
AI100,UNKNOWN,CCU,BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,03:40:00,220.0,CCU → BOM,2026-04-19,2026-04-19,14,18,False
SJ215,SpiceJet,CCU,DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,01:35:00,95.0,CCU → DEL,2026-04-19,2026-04-19,14,16,False
UK155,Vistara,MAA,HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,04:03:00,243.0,MAA → HYD,2026-04-19,2026-04-19,14,18,False
SJ173,SpiceJet,CCU,HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,01:42:00,102.0,CCU → HYD,2026-04-19,2026-04-19,14,16,False
UK179,Vistara,DEL,HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,04:50:00,290.0,DEL → HYD,2026-04-19,2026-04-19,14,19,False
UK221,Vistara,CCU,DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,04:26:00,266.0,CCU → DEL,2026-04-19,2026-04-19,14,18,False
UK023,Vistara,DEL,MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,04:48:00,288.0,DEL → MAA,2026-04-19,2026-04-19,14,19,False
SJ107,SpiceJet,BOM,MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,04:28:00,268.0,BOM → MAA,2026-04-19,2026-04-19,14,18,False
AI073,Air India,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,02:02:00,122.0,BOM → BLR,2026-04-19,2026-04-19,14,16,False
SJ187,SpiceJet,MAA,BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,03:23:00,203.0,MAA → BLR,2026-04-19,2026-04-19,14,17,False
UK058,Vistara,MAA,BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,03:18:00,198.0,MAA → BOM,2026-04-19,2026-04-19,13,17,False
SJ063,SpiceJet,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,01:45:00,105.0,MAA → BOM,2026-04-19,2026-04-19,13,15,False
SJ062,SpiceJet,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,03:29:00,209.0,BLR → HYD,2026-04-19,2026-04-19,13,17,False
UK048,Vistara,MAA,DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,04:45:00,285.0,MAA → DEL,2026-04-19,2026-04-19,13,18,False
AI181,Air India,MAA,HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,03:26:00,206.0,MAA → HYD,2026-04-19,2026-04-19,13,16,False
AI003,Air India,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,03:28:00,208.0,BLR → HYD,2026-04-19,2026-04-19,13,16,False
6F041,IndiGo,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,03:29:00,209.0,MAA → BOM,2026-04-19,2026-04-19,13,16,False
6F175,IndiGo,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,01:55:00,115.0,MAA → CCU,2026-04-19,2026-04-19,13,15,False
6F013,IndiGo,BOM,CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,04:50:00,290.0,BOM → CCU,2026-04-19,2026-04-19,13,18,False
SJ040,SpiceJet,BOM,CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,03:32:00,212.0,BOM → CCU,2026-04-19,2026-04-19,13,16,False
SJ016,SpiceJet,HYD,CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,03:25:00,205.0,HYD → CCU,2026-04-19,2026-04-19,13,16,False
6F135,IndiGo,MAA,HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,00:46:00,46.0,MAA → HYD,2026-04-19,2026-04-19,12,13,False
6F150,IndiGo,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,03:58:00,238.0,HYD → MAA,2026-04-19,2026-04-19,12,16,False
AI083,Air India,DEL,BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,00:43:00,43.0,DEL → BOM,2026-04-19,2026-04-19,12,13,False
SJ166,SpiceJet,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,03:27:00,207.0,CCU → HYD,2026-04-19,2026-04-19,12,16,False
SJ027,UNKNOWN,BOM,MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,04:23:00,263.0,BOM → MAA,2026-04-19,2026-04-19,12,17,False
6F134,IndiGo,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,01:19:00,79.0,BLR → MAA,2026-04-19,2026-04-19,12,14,False
UK225,Vistara,MAA,BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,02:16:00,136.0,MAA → BLR,2026-04-19,2026-04-19,12,15,False
SJ175,SpiceJet,MAA,BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,04:04:00,244.0,MAA → BLR,2026-04-19,2026-04-19,12,16,False
AI182,Air India,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,04:33:00,273.0,HYD → DEL,2026-04-19,2026-04-19,12,17,False
AI190,Air India,BOM,CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,03:18:00,198.0,BOM → CCU,2026-04-19,2026-04-19,12,15,False
AI120,Air India,MAA,CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,02:06:00,126.0,MAA → CCU,2026-04-19,2026-04-19,12,14,False
6F132,IndiGo,MAA,BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,01:00:00.298000,60.0,MAA → BOM,2026-04-19,2026-04-19,12,13,False
UK102,Vistara,HYD,CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,02:03:00,123.0,HYD → CCU,2026-04-19,2026-04-19,11,14,False
AI045,Air India,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,02:39:00,159.0,HYD → MAA,2026-04-19,2026-04-19,11,14,False
UK136,Vistara,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,03:43:00,223.0,HYD → CCU,2026-04-19,2026-04-19,11,15,False
SJ238,SpiceJet,MAA,BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,03:58:00,238.0,MAA → BLR,2026-04-19,2026-04-19,11,15,False
AI193,Air India,MAA,HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,04:34:00,274.0,MAA → HYD,2026-04-19,2026-04-19,11,16,False
6F001,IndiGo,HYD,BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,01:35:00,95.0,HYD → BOM,2026-04-19,2026-04-19,11,13,False
6F211,IndiGo,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,04:51:00,291.0,MAA → BLR,2026-04-19,2026-04-19,11,16,False
SJ199,SpiceJet,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,02:30:00,150.0,HYD → BOM,2026-04-19,2026-04-19,11,13,False
SJ050,SpiceJet,HYD,CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,00:39:00,39.0,HYD → CCU,2026-04-19,2026-04-19,11,12,False
UK115,Vistara,BLR,BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,02:00:00.298000,120.0,BLR → BOM,2026-04-19,2026-04-19,11,13,False
AI037,UNKNOWN,BOM,BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,03:59:00,239.0,BOM → BLR,2026-04-19,2026-04-19,11,15,False
6F235,IndiGo,HYD,MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,02:45:00,165.0,HYD → MAA,2026-04-19,2026-04-19,11,13,False
UK111,Vistara,MAA,BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,01:14:00,74.0,MAA → BLR,2026-04-19,2026-04-19,11,12,False
6F005,IndiGo,BOM,MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,04:23:00,263.0,BOM → MAA,2026-04-19,2026-04-19,11,15,False
AI198,Air India,CCU,MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,03:23:00,203.0,CCU → MAA,2026-04-19,2026-04-19,10,14,False
UK184,Vistara,MAA,HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,02:11:00,131.0,MAA → HYD,2026-04-19,2026-04-19,10,13,False
6F219,IndiGo,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,04:05:00,245.0,MAA → DEL,2026-04-19,2026-04-19,10,14,False
UK066,Vistara,BOM,CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,01:38:00,98.0,BOM → CCU,2026-04-19,2026-04-19,10,12,False
6F220,IndiGo,HYD,BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,00:58:00,58.0,HYD → BOM,2026-04-19,2026-04-19,10,11,False
AI180,Air India,BOM,CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,00:41:00,41.0,BOM → CCU,2026-04-19,2026-04-19,10,11,False
6F098,IndiGo,BLR,MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,02:31:00,151.0,BLR → MAA,2026-04-19,2026-04-19,10,12,False
AI141,Air India,BLR,DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,04:37:00,277.0,BLR → DEL,2026-04-19,2026-04-19,10,14,False
SJ170,SpiceJet,BLR,BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,01:45:00,105.0,BLR → BOM,2026-04-19,2026-04-19,10,11,False
SJ178,SpiceJet,BOM,HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,02:29:00,149.0,BOM → HYD,2026-04-19,2026-04-19,9,12,False
6F172,IndiGo,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,04:53:00,293.0,BOM → BLR,2026-04-19,2026-04-19,9,14,False
UK220,Vistara,BLR,BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,03:34:00,214.0,BLR → BOM,2026-04-19,2026-04-19,9,13,False
SJ148,SpiceJet,DEL,BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,03:50:00,230.0,DEL → BLR,2026-04-19,2026-04-19,9,13,False
UK065,Vistara,BOM,CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,04:08:00,248.0,BOM → CCU,2026-04-19,2026-04-19,9,13,False
6F243,IndiGo,BOM,HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,00:56:00,56.0,BOM → HYD,2026-04-19,2026-04-19,9,10,False
SJ193,SpiceJet,CCU,DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,02:39:00,159.0,CCU → DEL,2026-04-19,2026-04-19,9,12,False
UK056,Vistara,HYD,MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,00:46:00,46.0,HYD → MAA,2026-04-19,2026-04-19,9,10,False
AI219,UNKNOWN,BLR,DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,01:59:00,119.0,BLR → DEL,2026-04-19,2026-04-19,9,11,False
SJ073,SpiceJet,CCU,BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,01:48:00,108.0,CCU → BLR,2026-04-19,2026-04-19,9,11,False
6F052,IndiGo,BOM,CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,02:49:00,169.0,BOM → CCU,2026-04-19,2026-04-19,9,12,False
SJ201,SpiceJet,BLR,DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,02:02:00,122.0,BLR → DEL,2026-04-19,2026-04-19,9,11,False
UK028,Vistara,HYD,MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,01:35:00,95.0,HYD → MAA,2026-04-19,2026-04-19,9,10,False
